dataset,method,run_tag,example_idx,problem_ordinal,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,prm_input_tokens,prm_output_rewards,target_input_tokens,target_output_tokens,draft_calls,prm_calls,target_calls
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,0,0,1,draft|draft_verify,121.47808074951172,3883.350133895874,0.0,92,27,66,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,0,0,2,draft|draft_verify,440.45543670654297,66.50280952453613,0.0,119,91,159,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,0,0,3,draft|draft_verify,378.22461128234863,72.28827476501465,0.0,210,83,244,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,0,0,4,draft|draft_verify,630.4020881652832,106.47797584533691,0.0,293,137,383,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,0,0,5,draft|draft_verify,96.99296951293945,127.4557113647461,0.0,430,19,404,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,1,1,1,draft|draft_verify,361.62877082824707,32.207489013671875,0.0,88,88,122,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,1,1,2,draft|draft_verify,250.34117698669434,53.03335189819336,0.0,176,49,173,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,1,1,3,draft|draft_verify,182.42144584655762,61.3558292388916,0.0,225,39,214,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,1,1,4,draft|draft_verify,121.52862548828125,67.40164756774902,0.0,264,25,241,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,1,draft|draft_verify,254.65083122253418,53.319692611694336,0.0,129,56,131,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,2,draft|draft_verify,212.2800350189209,75.27637481689453,0.0,185,47,180,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,3,draft|draft_verify|target|target_rescue_verify,488.88134956359863,175.34542083740234,586.9832038879395,232,107,561,6,232,90,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,4,draft|draft_verify,449.21207427978516,116.93096160888672,0.0,322,93,367,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,5,draft|draft_verify,526.0443687438965,144.17552947998047,0.0,415,109,478,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,6,draft|draft_verify,407.69267082214355,129.94742393493652,0.0,524,84,564,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,7,draft|draft_verify,354.42566871643066,137.95208930969238,0.0,608,74,640,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,2,2,8,draft|draft_verify,77.61645317077637,155.05146980285645,0.0,682,15,657,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,1,draft|draft_verify,214.7977352142334,31.382322311401367,0.0,83,46,75,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,2,draft|draft_verify,164.0639305114746,40.128231048583984,0.0,129,36,113,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,3,draft|draft_verify,214.22958374023438,50.40550231933594,0.0,165,47,162,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,4,draft|draft_verify,47.74665832519531,51.74660682678223,0.0,212,10,174,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,5,draft|draft_verify,154.7982692718506,59.94081497192383,0.0,222,34,210,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,6,draft|draft_verify,49.34048652648926,59.424400329589844,0.0,256,10,222,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,7,draft|draft_verify,398.27942848205566,77.85344123840332,0.0,266,87,311,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,8,draft|draft_verify,149.10888671875,93.34635734558105,0.0,353,32,345,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,9,draft|draft_verify,63.89665603637695,92.89169311523438,0.0,385,13,360,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,10,draft|draft_verify,36.0567569732666,97.89824485778809,0.0,398,7,369,10,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,11,draft|draft_verify,160.07757186889648,135.4196071624756,0.0,405,29,400,11,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,12,draft|draft_verify,92.97943115234375,139.83392715454102,0.0,434,20,422,12,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,13,draft|draft_verify,458.13655853271484,137.93087005615234,0.0,454,86,510,13,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,14,draft|draft_verify,79.36239242553711,128.76129150390625,0.0,540,12,524,14,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,15,draft|draft_verify,299.4575500488281,130.37371635437012,0.0,552,47,573,15,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,16,draft|draft_verify,65.36054611206055,132.2307586669922,0.0,599,10,585,16,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,17,draft|draft_verify,99.86257553100586,132.62343406677246,0.0,609,15,602,17,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,3,3,18,draft|draft_verify,243.51096153259277,163.22755813598633,0.0,624,37,641,18,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,1,draft|draft_verify,334.80381965637207,51.404714584350586,0.0,115,78,139,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,2,draft|draft_verify,545.5474853515625,80.89995384216309,0.0,193,116,257,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,3,draft|draft_verify,661.639928817749,107.23280906677246,0.0,309,125,384,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,4,draft|draft_verify|target|target_rescue_verify,63.143014907836914,253.9687156677246,206.73012733459473,434,13,810,8,434,25,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,5,draft|draft_verify,35.83097457885742,126.07574462890625,0.0,459,7,420,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,6,draft|draft_verify,134.04607772827148,128.1912326812744,0.0,466,28,450,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,7,draft|draft_verify,36.93246841430664,128.004789352417,0.0,494,7,459,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,8,draft|draft_verify,107.91254043579102,144.4709300994873,0.0,501,22,483,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,9,draft|draft_verify,268.4178352355957,130.4314136505127,0.0,523,56,541,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,10,draft|draft_verify,41.39447212219238,130.4464340209961,0.0,579,8,551,10,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,11,draft|draft_verify,141.0388946533203,135.04552841186523,0.0,587,28,581,11,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,12,draft|draft_verify,42.86479949951172,133.29029083251953,0.0,615,8,591,12,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,13,draft|draft_verify,98.93393516540527,138.75722885131836,0.0,623,20,613,13,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,14,draft|draft_verify,313.9991760253906,159.70849990844727,0.0,643,49,664,14,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,15,draft|draft_verify,273.9098072052002,155.29179573059082,0.0,692,61,727,15,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,16,draft|draft_verify,205.30056953430176,174.7877597808838,0.0,753,44,773,16,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,4,4,17,draft|draft_verify,112.92314529418945,174.91602897644043,0.0,797,22,797,17,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,1,draft|draft_verify,56.87141418457031,21.64149284362793,0.0,97,12,55,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,2,draft|draft_verify,112.01739311218262,29.671192169189453,0.0,109,25,82,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,3,draft|draft_verify,239.53628540039062,65.44876098632812,0.0,134,49,133,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,4,draft|draft_verify,194.90432739257812,61.28716468811035,0.0,183,33,168,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,5,draft|draft_verify,22.426366806030273,53.03621292114258,0.0,216,3,173,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,6,draft|draft_verify,160.06183624267578,82.22651481628418,0.0,219,32,207,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,7,draft|draft_verify,66.29419326782227,62.1337890625,0.0,251,12,221,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,8,draft|draft_verify,321.78592681884766,78.02867889404297,0.0,263,68,291,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,9,draft|draft_verify,60.697317123413086,76.97153091430664,0.0,331,12,305,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,10,draft|draft_verify,245.05305290222168,93.26839447021484,0.0,343,52,359,10,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,11,draft|draft_verify,31.419992446899414,93.04618835449219,0.0,395,6,367,11,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,12,draft|draft_verify|target|target_rescue_verify,255.17964363098145,279.5069217681885,265.7291889190674,401,53,824,24,401,33,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,13,draft|draft_verify,102.02383995056152,128.62849235534668,0.0,434,20,424,13,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,14,draft|draft_verify,149.13249015808105,140.9320831298828,0.0,454,30,456,14,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,15,draft|draft_verify,92.80991554260254,138.8416290283203,0.0,484,17,475,15,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,16,draft|draft_verify,121.55342102050781,137.92991638183594,0.0,501,26,503,16,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,17,draft|draft_verify|target|target_rescue_verify,62.50452995300293,256.73437118530273,103.48820686340332,527,13,1032,34,527,9,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,18,draft|draft_verify,136.5518569946289,128.12542915344238,0.0,536,29,545,18,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,19,draft|draft_verify,46.642303466796875,128.23224067687988,0.0,565,10,557,19,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,20,draft|draft_verify,123.20542335510254,133.1627368927002,0.0,575,26,585,20,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,21,draft|draft_verify|target|target_rescue_verify,286.50665283203125,306.6251277923584,490.81993103027344,601,62,1309,42,601,73,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,22,draft|draft_verify|target|backtracking_verify,147.54223823547363,308.38537216186523,436.1710548400879,674,32,1420,44,674,64,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,23,draft|draft_verify|target|target_rescue_verify,611.3612651824951,674.5266914367676,561.5062713623047,1444,132,3058,92,1444,78,2,4,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,24,draft|draft_verify,53.777456283569336,184.35335159301758,0.0,780,11,783,24,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,25,draft|draft_verify,264.91308212280273,177.47998237609863,0.0,791,58,843,25,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,26,draft|draft_verify,27.681827545166016,176.81884765625,0.0,849,5,850,26,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,27,draft|draft_verify,264.93144035339355,205.01947402954102,0.0,854,56,908,27,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,28,draft|draft_verify,283.4153175354004,204.93674278259277,0.0,910,56,966,28,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,29,draft|draft_verify,238.31462860107422,205.00779151916504,0.0,966,46,1014,29,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,30,draft|draft_verify,215.9895896911621,230.3767204284668,0.0,1012,46,1062,30,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,31,draft|draft_verify,225.2366542816162,238.66629600524902,0.0,1058,46,1110,31,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,32,draft|draft_verify,219.86150741577148,259.13190841674805,0.0,1104,46,1158,32,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,33,draft|draft_verify,257.6792240142822,263.5214328765869,0.0,1150,46,1206,33,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,34,draft|draft_verify,215.35801887512207,261.22045516967773,0.0,1196,46,1254,34,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,35,draft|draft_verify,232.30862617492676,277.93192863464355,0.0,1242,46,1302,35,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,36,draft|draft_verify,221.9398021697998,278.95545959472656,0.0,1288,46,1350,36,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,37,draft|draft_verify,231.18114471435547,281.25905990600586,0.0,1334,46,1398,37,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,38,draft|draft_verify,230.00764846801758,309.24105644226074,0.0,1380,46,1446,38,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,39,draft|draft_verify,217.36502647399902,319.53978538513184,0.0,1426,46,1494,39,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,40,draft|draft_verify,236.0830307006836,333.39810371398926,0.0,1472,46,1542,40,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,41,draft|draft_verify,219.1023826599121,335.53028106689453,0.0,1518,46,1590,41,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,42,draft|draft_verify,217.86260604858398,337.1586799621582,0.0,1564,46,1638,42,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,43,draft|draft_verify,223.59108924865723,356.3859462738037,0.0,1610,46,1686,43,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,44,draft|draft_verify,216.86816215515137,398.66042137145996,0.0,1656,46,1734,44,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,45,draft|draft_verify,221.73833847045898,364.4425868988037,0.0,1702,46,1782,45,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,46,draft|draft_verify,217.83685684204102,396.14295959472656,0.0,1748,46,1830,46,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,47,draft|draft_verify,211.93885803222656,396.1944580078125,0.0,1794,46,1878,47,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,48,draft|draft_verify,210.3567123413086,406.0392379760742,0.0,1840,46,1926,48,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,49,draft|draft_verify,209.7322940826416,406.7411422729492,0.0,1886,46,1974,49,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,50,draft|draft_verify,217.59390830993652,408.2760810852051,0.0,1932,46,2022,50,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,51,draft|draft_verify,234.49039459228516,439.4111633300781,0.0,1978,46,2070,51,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,5,5,52,draft|draft_verify,222.5668430328369,431.15925788879395,0.0,2024,46,2118,52,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,6,6,1,draft|draft_verify,287.4746322631836,34.65390205383301,0.0,83,62,92,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,6,6,2,draft|draft_verify,130.62286376953125,33.79178047180176,0.0,145,29,123,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,6,6,3,draft|draft_verify,297.6076602935791,58.808326721191406,0.0,174,65,190,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,6,6,4,draft|draft_verify,205.2907943725586,61.29765510559082,0.0,239,44,236,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,6,6,5,draft|draft_verify,274.14870262145996,78.49526405334473,0.0,283,58,296,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,6,6,6,draft|draft_verify,202.06379890441895,102.5545597076416,0.0,341,43,341,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,6,6,7,draft|draft_verify,139.76263999938965,99.46894645690918,0.0,384,28,371,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,1,draft|draft_verify,183.14671516418457,30.95269203186035,0.0,91,41,78,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,2,draft|draft_verify,133.38947296142578,31.026840209960938,0.0,132,30,110,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,3,draft|draft_verify,334.1870307922363,58.6552619934082,0.0,162,76,188,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,4,draft|draft_verify,189.50700759887695,60.57262420654297,0.0,238,42,232,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,5,draft|draft_verify,97.70703315734863,60.92953681945801,0.0,280,21,255,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,6,draft|draft_verify,15.218257904052734,87.27622032165527,0.0,301,3,260,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,7,draft|draft_verify,75.88481903076172,91.62235260009766,0.0,304,15,277,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,8,draft|draft_verify,198.6825466156006,94.40422058105469,0.0,319,42,321,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,9,draft|draft_verify,63.109636306762695,95.27039527893066,0.0,361,13,336,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,10,draft|draft_verify,69.4115161895752,94.71631050109863,0.0,374,14,352,10,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,11,draft|draft_verify,75.23083686828613,94.42663192749023,0.0,388,17,371,11,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,12,draft|draft_verify,40.76838493347168,94.04373168945312,0.0,405,10,383,12,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,13,draft|draft_verify,98.97994995117188,126.2509822845459,0.0,415,22,407,13,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,14,draft|draft_verify,153.51605415344238,128.8609504699707,0.0,437,34,443,14,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,15,draft|draft_verify,99.61605072021484,130.0966739654541,0.0,471,19,464,15,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,16,draft|draft_verify,28.755903244018555,129.81414794921875,0.0,490,5,471,16,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,17,draft|draft_verify,70.18780708312988,145.28894424438477,0.0,495,13,486,17,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,18,draft|draft_verify,52.875518798828125,138.33308219909668,0.0,508,12,500,18,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,19,draft|draft_verify,56.41436576843262,129.12416458129883,0.0,520,11,513,19,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,20,draft|draft_verify,56.32185935974121,130.17511367797852,0.0,531,11,526,20,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,7,7,21,draft|draft_verify|target|target_rescue_verify,242.80118942260742,269.7262763977051,151.91960334777832,542,49,1114,42,542,9,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,1,draft|draft_verify,358.57129096984863,57.08622932434082,0.0,150,80,176,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,2,draft|draft_verify|target|target_rescue_verify,1119.0626621246338,232.05804824829102,773.1831073760986,230,242,723,4,230,125,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,3,draft|draft_verify|target|backtracking_verify,672.2102165222168,638.8645172119141,12062.544107437134,355,125,2783,6,355,2049,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,4,draft|draft_verify|target|target_rescue_verify,3703.909158706665,425.17924308776855,1450.9556293487549,480,781,1833,8,480,188,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,5,draft|draft_verify,983.1430912017822,176.5267848968506,0.0,668,211,833,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,6,draft|draft_verify,992.5386905670166,230.75270652770996,0.0,879,211,1046,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,7,draft|draft_verify,989.9752140045166,259.6936225891113,0.0,1090,211,1259,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,8,draft|draft_verify,956.0859203338623,312.17432022094727,0.0,1301,211,1472,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,9,draft|draft_verify,908.5326194763184,352.297306060791,0.0,1512,211,1685,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,8,8,10,draft|draft_verify,1007.2481632232666,396.44742012023926,0.0,1723,211,1898,10,0,0,1,1,0
