problem_ordinal,example_idx,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,fpga_draft_ms,our,weak,strong
3,3,1,draft|draft_verify,214.7977352142334,31.382322311401367,0.0,83.0,46.0,275.488,214.7977352142334,246.24009432563477,214.7977352142334
3,3,2,draft|draft_verify,164.0639305114746,40.128231048583984,0.0,129.0,36.0,218.988,218.988,204.2521903600586,164.0639305114746
3,3,3,draft|draft_verify,214.22958374023438,50.40550231933594,0.0,165.0,47.0,290.59040000000005,290.59040000000005,264.6951236595703,214.22958374023438
3,3,4,draft|draft_verify,47.74665832519531,51.74660682678223,0.0,212.0,10.0,62.0872,62.0872,99.55327315197755,50.46553991933594
3,3,5,draft|draft_verify,154.7982692718506,59.94081497192383,0.0,222.0,34.0,214.0888,214.0888,214.79911144377442,154.7982692718506
3,3,6,draft|draft_verify,49.34048652648926,59.424400329589844,0.0,256.0,10.0,63.037600000000005,63.037600000000005,108.82489485607911,60.00084217192383
3,3,7,draft|draft_verify,398.27942848205566,77.85344123840332,0.0,266.0,87.0,563.2608,563.2608,476.192939320459,398.27942848205566
3,3,8,draft|draft_verify,149.10888671875,93.34635734558105,0.0,353.0,32.0,211.1336,211.1336,242.51526966433104,149.10888671875
3,3,9,draft|draft_verify,63.89665603637695,92.89169311523438,0.0,385.0,13.0,85.8952,93.40638294558106,156.84835955161134,93.40638294558106
3,3,10,draft|draft_verify,36.0567569732666,97.89824485778809,0.0,398.0,7.0,45.9616,92.95170351523437,134.0150074310547,92.95170351523437
3,3,11,draft|draft_verify,160.07757186889648,135.4196071624756,0.0,405.0,29.0,194.6504,194.6504,295.55720223137206,160.07757186889648
3,3,12,draft|draft_verify,92.97943115234375,139.83392715454102,0.0,434.0,20.0,135.0464,135.47963036247558,232.87337430688478,135.47963036247558
3,3,13,draft|draft_verify,458.13655853271484,137.93087005615234,0.0,454.0,86.0,595.028,595.028,596.1274973888671,458.13655853271484
3,3,14,draft|draft_verify,79.36239242553711,128.76129150390625,0.0,540.0,12.0,83.2944,137.99093885615235,208.18369352944336,137.99093885615235
3,3,15,draft|draft_verify,299.4575500488281,130.37371635437012,0.0,552.0,47.0,333.3152,333.3152,429.89130400319823,299.4575500488281
3,3,16,draft|draft_verify,65.36054611206055,132.2307586669922,0.0,599.0,10.0,70.44640000000001,130.4337539543701,197.65131277905272,130.4337539543701
3,3,17,draft|draft_verify,99.86257553100586,132.62343406677246,0.0,609.0,15.0,106.8144,132.2907666669922,232.54602159777832,132.2907666669922
3,3,18,draft|draft_verify,243.51096153259277,163.22755813598633,0.0,624.0,37.0,267.892,431.17958773598633,406.7985492685791,406.7985492685791
4,4,1,draft|draft_verify,334.80381965637207,51.404714584350586,0.0,115.0,78.0,476.17920000000004,334.80381965637207,386.26859664072265,334.80381965637207
4,4,2,draft|draft_verify,545.5474853515625,80.89995384216309,0.0,193.0,116.0,735.116,735.116,626.5075319937256,545.5474853515625
4,4,3,draft|draft_verify,661.639928817749,107.23280906677246,0.0,309.0,125.0,828.0584,828.0584,768.9328378845215,661.639928817749
4,4,4,draft|draft_verify|target|target_rescue_verify,63.143014907836914,253.9687156677246,206.73012733459473,434.0,13.0,87.3064,234.33727730063475,523.9018683101563,234.33727730063475
4,4,5,draft|draft_verify,35.83097457885742,126.07574462890625,0.0,459.0,7.0,46.84,126.9843578338623,161.96672480776368,126.9843578338623
4,4,6,draft|draft_verify,134.04607772827148,128.1912326812744,0.0,466.0,28.0,191.824,191.824,262.2973328095459,134.04607772827148
4,4,7,draft|draft_verify,36.93246841430664,128.004789352417,0.0,494.0,7.0,47.344,128.25125508127442,164.99726336672364,128.25125508127442
4,4,8,draft|draft_verify,107.91254043579102,144.4709300994873,0.0,501.0,22.0,152.0848,152.0848,252.4434881352783,128.064794952417
4,4,9,draft|draft_verify,268.4178352355957,130.4314136505127,0.0,523.0,56.0,394.17199999999997,394.17199999999997,398.9092936861084,268.4178352355957
4,4,10,draft|draft_verify,41.39447212219238,130.4464340209961,0.0,579.0,8.0,55.7144,130.49145845051268,171.90091254318847,130.49145845051268
4,4,11,draft|draft_verify,141.0388946533203,135.04552841186523,0.0,587.0,28.0,199.6648,199.6648,276.1444454651855,141.0388946533203
4,4,12,draft|draft_verify,42.86479949951172,133.29029083251953,0.0,615.0,8.0,56.3192,135.10555081186524,176.21509673203124,135.10555081186524
4,4,13,draft|draft_verify,98.93393516540527,138.75722885131836,0.0,623.0,20.0,143.6648,143.6648,237.75118001672365,133.35029723251952
4,4,14,draft|draft_verify,313.9991760253906,159.70849990844727,0.0,643.0,49.0,358.156,358.156,473.7677151338379,313.9991760253906
4,4,15,draft|draft_verify,273.9098072052002,155.29179573059082,0.0,692.0,61.0,454.17999999999995,454.17999999999995,429.261651735791,273.9098072052002
4,4,16,draft|draft_verify,205.30056953430176,174.7877597808838,0.0,753.0,44.0,332.53999999999996,332.53999999999996,380.14836451518556,205.30056953430176
4,4,17,draft|draft_verify,112.92314529418945,174.91602897644043,0.0,797.0,22.0,167.0032,349.8238415573242,287.89919187062986,349.8238415573242
5,5,1,draft|draft_verify,56.87141418457031,21.64149284362793,0.0,97.0,12.0,71.5992,56.87141418457031,78.57291662819824,56.87141418457031
5,5,2,draft|draft_verify,112.01739311218262,29.671192169189453,0.0,109.0,25.0,150.4984,150.4984,141.74860528137208,112.01739311218262
5,5,3,draft|draft_verify,239.53628540039062,65.44876098632812,0.0,134.0,49.0,299.5192,299.5192,305.04508558671876,239.53628540039062
5,5,4,draft|draft_verify,194.90432739257812,61.28716468811035,0.0,183.0,33.0,204.7416,204.7416,256.25151848068845,194.90432739257812
5,5,5,draft|draft_verify,22.426366806030273,53.03621292114258,0.0,216.0,3.0,18.264,61.34719108811035,75.52258212717285,61.34719108811035
5,5,6,draft|draft_verify,160.06183624267578,82.22651481628418,0.0,219.0,32.0,201.16400000000002,201.16400000000002,242.34837665895995,160.06183624267578
5,5,7,draft|draft_verify,66.29419326782227,62.1337890625,0.0,251.0,12.0,75.6648,82.28654041628418,128.48799193032227,82.28654041628418
5,5,8,draft|draft_verify,321.78592681884766,78.02867889404297,0.0,263.0,68.0,438.07759999999996,438.07759999999996,399.87466011289064,321.78592681884766
5,5,9,draft|draft_verify,60.697317123413086,76.97153091430664,0.0,331.0,12.0,77.7768,78.08873329404297,137.72885763771973,78.08873329404297
5,5,10,draft|draft_verify,245.05305290222168,93.26839447021484,0.0,343.0,52.0,343.6456,343.6456,338.3814889724365,245.05305290222168
5,5,11,draft|draft_verify,31.419992446899414,93.04618835449219,0.0,395.0,6.0,39.215999999999994,93.32843607021485,124.5261856013916,93.32843607021485
5,5,12,draft|draft_verify|target|target_rescue_verify,255.17964363098145,279.5069217681885,265.7291889190674,401.0,53.0,357.572,497.3855032840942,800.4757967182372,394.99314691507567
5,5,13,draft|draft_verify,102.02383995056152,128.62849235534668,0.0,434.0,20.0,135.0464,139.75346088409424,230.71234830590822,139.75346088409424
5,5,14,draft|draft_verify,149.13249015808105,140.9320831298828,0.0,454.0,30.0,204.8424,204.8424,290.12459728796387,149.13249015808105
5,5,15,draft|draft_verify,92.80991554260254,138.8416290283203,0.0,484.0,17.0,116.49199999999999,140.9921071298828,231.71155817092284,140.9921071298828
5,5,16,draft|draft_verify,121.55342102050781,137.92991638183594,0.0,501.0,26.0,180.08,180.08,259.54335820234377,138.9016426283203
5,5,17,draft|draft_verify|target|target_rescue_verify,62.50452995300293,256.73437118530273,103.48820686340332,527.0,13.0,89.9848,266.4171331744873,422.787118401709,266.4171331744873
5,5,18,draft|draft_verify,136.5518569946289,128.12542915344238,0.0,536.0,29.0,203.4536,203.4536,264.7373093480713,136.5518569946289
5,5,19,draft|draft_verify,46.642303466796875,128.23224067687988,0.0,565.0,10.0,69.712,128.18545235344237,174.93455214367677,128.18545235344237
5,5,20,draft|draft_verify,123.20542335510254,133.1627368927002,0.0,575.0,26.0,184.52,184.52,256.42818104780275,128.2922486768799
5,5,21,draft|draft_verify|target|target_rescue_verify,286.50665283203125,306.6251277923584,490.81993103027344,601.0,62.0,448.40479999999997,601.7774134961792,1084.011761254663,490.81993103027344
5,5,22,draft|draft_verify|target|backtracking_verify,147.54223823547363,308.38537216186523,436.1710548400879,674.0,32.0,235.01600000000002,436.1710548400879,892.1586908374268,436.1710548400879
5,5,23,draft|draft_verify|target|target_rescue_verify,611.3612651824951,674.5266914367676,561.5062713623047,1444.0,132.0,1232.424,2019.132259858728,1847.4543335815674,1398.0695250412232
5,5,24,draft|draft_verify,53.777456283569336,184.35335159301758,0.0,780.0,11.0,81.99199999999999,168.6316728591919,238.1908166765869,168.6316728591919
5,5,25,draft|draft_verify,264.91308212280273,177.47998237609863,0.0,791.0,58.0,445.096,445.096,442.45311089890134,264.91308212280273
5,5,26,draft|draft_verify,27.681827545166016,176.81884765625,0.0,849.0,5.0,36.8744,177.54002877609864,204.560679201416,177.54002877609864
5,5,27,draft|draft_verify,264.93144035339355,205.01947402954102,0.0,854.0,56.0,437.864,437.864,470.0109591829346,264.93144035339355
5,5,28,draft|draft_verify,283.4153175354004,204.93674278259277,0.0,910.0,56.0,445.256,445.256,488.4121051179932,283.4153175354004
5,5,29,draft|draft_verify,238.31462860107422,205.00779151916504,0.0,966.0,46.0,370.852,370.852,443.3824569202393,238.31462860107422
5,5,30,draft|draft_verify,215.9895896911621,230.3767204284668,0.0,1012.0,46.0,375.82,375.82,446.42634691962894,215.9895896911621
5,5,31,draft|draft_verify,225.2366542816162,238.66629600524902,0.0,1058.0,46.0,380.788,380.788,463.96298708686527,230.4367572284668
5,5,32,draft|draft_verify,219.86150741577148,259.13190841674805,0.0,1104.0,46.0,385.756,385.756,479.05345263251957,238.72633280524903
5,5,33,draft|draft_verify,257.6792240142822,263.5214328765869,0.0,1150.0,46.0,390.724,390.724,521.2606936908692,259.191945216748
5,5,34,draft|draft_verify,215.35801887512207,261.22045516967773,0.0,1196.0,46.0,395.692,395.692,476.63851084479984,263.5814696765869
5,5,35,draft|draft_verify,232.30862617492676,277.93192863464355,0.0,1242.0,46.0,400.65999999999997,400.65999999999997,510.30059160957035,261.2804919696777
5,5,36,draft|draft_verify,221.9398021697998,278.95545959472656,0.0,1288.0,46.0,405.62800000000004,405.62800000000004,500.9552985645264,277.99196543464353
5,5,37,draft|draft_verify,231.18114471435547,281.25905990600586,0.0,1334.0,46.0,410.596,410.596,512.5002414203614,279.01549639472654
5,5,38,draft|draft_verify,230.00764846801758,309.24105644226074,0.0,1380.0,46.0,415.56399999999996,415.56399999999996,539.3087417102784,281.31909670600584
5,5,39,draft|draft_verify,217.36502647399902,319.53978538513184,0.0,1426.0,46.0,420.53200000000004,420.53200000000004,536.9648486591309,309.3010932422607
5,5,40,draft|draft_verify,236.0830307006836,333.39810371398926,0.0,1472.0,46.0,425.5,425.5,569.5411712146729,319.5998221851318
5,5,41,draft|draft_verify,219.1023826599121,335.53028106689453,0.0,1518.0,46.0,430.46799999999996,430.46799999999996,554.6927005268067,333.45814051398924
5,5,42,draft|draft_verify,217.86260604858398,337.1586799621582,0.0,1564.0,46.0,435.43600000000004,435.43600000000004,555.0813228107422,335.5903178668945
5,5,43,draft|draft_verify,223.59108924865723,356.3859462738037,0.0,1610.0,46.0,440.404,440.404,580.037072322461,337.2187167621582
5,5,44,draft|draft_verify,216.86816215515137,398.66042137145996,0.0,1656.0,46.0,445.37199999999996,445.37199999999996,615.5886203266114,356.4459830738037
5,5,45,draft|draft_verify,221.73833847045898,364.4425868988037,0.0,1702.0,46.0,450.34000000000003,450.34000000000003,586.2409621692627,398.72045817145994
5,5,46,draft|draft_verify,217.83685684204102,396.14295959472656,0.0,1748.0,46.0,455.308,455.308,614.0398532367676,364.5026236988037
5,5,47,draft|draft_verify,211.93885803222656,396.1944580078125,0.0,1794.0,46.0,460.27599999999995,460.27599999999995,608.1933528400391,396.20299639472654
5,5,48,draft|draft_verify,210.3567123413086,406.0392379760742,0.0,1840.0,46.0,465.244,465.244,616.4559871173828,396.2544948078125
5,5,49,draft|draft_verify,209.7322940826416,406.7411422729492,0.0,1886.0,46.0,470.212,470.212,616.5334731555909,406.0992747760742
5,5,50,draft|draft_verify,217.59390830993652,408.2760810852051,0.0,1932.0,46.0,475.17999999999995,475.17999999999995,625.9300261951416,406.8011790729492
5,5,51,draft|draft_verify,234.49039459228516,439.4111633300781,0.0,1978.0,46.0,480.148,480.148,673.9615947223633,408.33611788520506
5,5,52,draft|draft_verify,222.5668430328369,431.15925788879395,0.0,2024.0,46.0,485.116,916.335294688794,653.7861377216309,870.690494818872
6,6,1,draft|draft_verify,287.4746322631836,34.65390205383301,0.0,83.0,62.0,372.5696,287.4746322631836,322.1885839170166,287.4746322631836
6,6,2,draft|draft_verify,130.62286376953125,33.79178047180176,0.0,145.0,29.0,177.1784,177.1784,164.474667441333,130.62286376953125
6,6,3,draft|draft_verify,297.6076602935791,58.808326721191406,0.0,174.0,65.0,404.8184,404.8184,356.4760390147705,297.6076602935791
6,6,4,draft|draft_verify,205.2907943725586,61.29765510559082,0.0,239.0,44.0,279.4952,279.4952,266.64848467814943,205.2907943725586
6,6,5,draft|draft_verify,274.14870262145996,78.49526405334473,0.0,283.0,58.0,375.6016,375.6016,352.70401307480466,274.14870262145996
6,6,6,draft|draft_verify,202.06379890441895,102.5545597076416,0.0,341.0,43.0,283.36,283.36,304.67839301206055,202.06379890441895
6,6,7,draft|draft_verify,139.76263999938965,99.46894645690918,0.0,384.0,28.0,186.5104,286.03936885690916,239.29160885629884,239.2916088562988
7,7,1,draft|draft_verify,183.14671516418457,30.95269203186035,0.0,91.0,41.0,246.044,183.14671516418457,214.1594399960449,183.14671516418457
7,7,2,draft|draft_verify,133.38947296142578,31.026840209960938,0.0,132.0,30.0,182.43120000000002,182.43120000000002,164.47633717138672,133.38947296142578
7,7,3,draft|draft_verify,334.1870307922363,58.6552619934082,0.0,162.0,76.0,472.24,472.24,392.9023535856445,334.1870307922363
7,7,4,draft|draft_verify,189.50700759887695,60.57262420654297,0.0,238.0,42.0,266.5656,266.5656,250.13966540541992,189.50700759887695
7,7,5,draft|draft_verify,97.70703315734863,60.92953681945801,0.0,280.0,21.0,134.484,134.484,158.69658677680664,97.70703315734863
7,7,6,draft|draft_verify,15.218257904052734,87.27622032165527,0.0,301.0,3.0,18.671999999999997,60.98955361945801,102.55448062570801,60.98955361945801
7,7,7,draft|draft_verify,75.88481903076172,91.62235260009766,0.0,304.0,15.0,96.56640000000002,96.56640000000002,167.56718363085938,87.33622272165528
7,7,8,draft|draft_verify,198.6825466156006,94.40422058105469,0.0,319.0,42.0,274.536,274.536,293.14680079665527,198.6825466156006
7,7,9,draft|draft_verify,63.109636306762695,95.27039527893066,0.0,361.0,13.0,85.20400000000001,94.46425418105468,158.44004198569337,94.46425418105468
7,7,10,draft|draft_verify,69.4115161895752,94.71631050109863,0.0,374.0,14.0,92.24719999999999,95.33040567893066,164.18783789067385,95.33040567893066
7,7,11,draft|draft_verify,75.23083686828613,94.42663192749023,0.0,388.0,17.0,112.8056,112.8056,169.71748239577636,94.77632170109864
7,7,12,draft|draft_verify,40.76838493347168,94.04373168945312,0.0,405.0,10.0,66.256,94.48664552749024,134.87212462292482,94.48664552749024
7,7,13,draft|draft_verify,98.97994995117188,126.2509822845459,0.0,415.0,22.0,147.7504,147.7504,225.29094983571775,98.97994995117188
7,7,14,draft|draft_verify,153.51605415344238,128.8609504699707,0.0,437.0,34.0,231.11679999999998,231.11679999999998,282.4370318234131,153.51605415344238
7,7,15,draft|draft_verify,99.61605072021484,130.0966739654541,0.0,471.0,19.0,129.8176,129.8176,229.77273988566895,128.9209776699707
7,7,16,draft|draft_verify,28.755903244018555,129.81414794921875,0.0,490.0,5.0,33.428000000000004,130.1566891654541,158.6300551932373,130.1566891654541
7,7,17,draft|draft_verify,70.18780708312988,145.28894424438477,0.0,495.0,13.0,89.06320000000001,129.87415194921874,215.53676172751466,129.87415194921874
7,7,18,draft|draft_verify,52.875518798828125,138.33308219909668,0.0,508.0,12.0,82.44959999999999,145.34895464438478,191.2686105979248,145.34895464438478
7,7,19,draft|draft_verify,56.41436576843262,129.12416458129883,0.0,520.0,11.0,75.752,138.39309179909668,185.59853914973144,138.39309179909668
7,7,20,draft|draft_verify,56.32185935974121,130.17511367797852,0.0,531.0,11.0,76.01599999999999,129.18417338129882,186.55698183771972,129.18417338129882
7,7,21,draft|draft_verify|target|target_rescue_verify,242.80118942260742,269.7262763977051,151.91960334777832,542.0,49.0,346.5208,616.3071155977051,664.5071083680908,512.5875050203125
8,8,1,draft|draft_verify,358.57129096984863,57.08622932434082,0.0,150.0,80.0,495.22400000000005,358.57129096984863,415.71758429418946,358.57129096984863
8,8,2,draft|draft_verify|target|target_rescue_verify,1119.0626621246338,232.05804824829102,773.1831073760986,230.0,242.0,1592.0984,1708.1876177241456,2124.3640113490237,1235.1518798487793
8,8,3,draft|draft_verify|target|backtracking_verify,672.2102165222168,638.8645172119141,12062.544107437134,355.0,125.0,841.748,12062.544107437134,13373.678941171265,12062.544107437134
8,8,5,draft|draft_verify,983.1430912017822,176.5267848968506,0.0,668.0,211.0,1600.9840000000002,1600.9840000000002,1159.730044898633,983.1430912017822
8,8,6,draft|draft_verify,992.5386905670166,230.75270652770996,0.0,879.0,211.0,1707.328,1707.328,1223.3515658947267,992.5386905670166
8,8,7,draft|draft_verify,989.9752140045166,259.6936225891113,0.0,1090.0,211.0,1813.672,1813.672,1249.729005393628,989.9752140045166
8,8,8,draft|draft_verify,956.0859203338623,312.17432022094727,0.0,1301.0,211.0,1920.016,1920.016,1268.3204093548097,956.0859203338623
8,8,9,draft|draft_verify,908.5326194763184,352.297306060791,0.0,1512.0,211.0,2026.3600000000001,2026.3600000000001,1260.8900943371095,908.5326194763184
8,8,10,draft|draft_verify,1007.2481632232666,396.44742012023926,0.0,1723.0,211.0,2132.704,2132.704,1403.755752143506,1007.2481632232666
8,8,11,draft|draft_verify,932.7430725097656,421.4932918548584,0.0,1934.0,211.0,2239.048,2660.6014606548583,1354.2965331646242,1354.296533164624
9,9,1,draft|draft_verify,96.29321098327637,30.72047233581543,0.0,108.0,21.0,126.22800000000001,96.29321098327637,127.0737001190918,96.29321098327637
9,9,2,draft|draft_verify,187.02244758605957,30.37095069885254,0.0,129.0,41.0,249.692,249.692,217.4534310849121,187.02244758605957
9,9,3,draft|draft_verify|target|target_rescue_verify,538.9523506164551,108.98995399475098,91.60184860229492,170.0,138.0,870.7032,925.2582873973755,739.604263613501,593.5074380138306
9,9,4,draft|draft_verify,715.3363227844238,77.40616798400879,0.0,178.0,156.0,990.672,990.672,792.8026155684327,715.3363227844238
9,9,5,draft|draft_verify,785.618782043457,128.05914878845215,0.0,334.0,169.0,1138.7992,1138.7992,913.7380660319092,785.618782043457
9,9,6,draft|draft_verify,109.68947410583496,150.68507194519043,0.0,503.0,22.0,152.1856,302.93068954519043,260.43456365102537,278.8643735336426
10,10,1,draft|draft_verify,181.90932273864746,31.655550003051758,0.0,76.0,40.0,238.58560000000003,181.90932273864746,213.62490474169923,181.90932273864746
10,10,2,draft|draft_verify,300.0750541687012,52.99711227416992,0.0,116.0,67.0,408.2608,408.2608,353.1322200428711,300.0750541687012
10,10,3,draft|draft_verify,459.21802520751953,61.887502670288086,0.0,183.0,97.0,610.1175999999999,610.1175999999999,521.1656054778076,459.21802520751953
10,10,4,draft|draft_verify,347.2485542297363,78.78661155700684,0.0,280.0,68.0,440.8112,440.8112,426.0952201867432,347.2485542297363
10,10,5,draft|draft_verify,79.21838760375977,81.89034461975098,0.0,348.0,15.0,98.04480000000001,179.995156619751,161.16874422351074,161.16874422351074
11,11,1,draft|draft_verify,157.27591514587402,35.368919372558594,0.0,117.0,37.0,224.0872,157.27591514587402,192.70486411843262,157.27591514587402
11,11,2,draft|draft_verify,501.42836570739746,68.83811950683594,0.0,154.0,115.0,717.9664,717.9664,570.3265772142333,501.42836570739746
11,11,3,draft|draft_verify,143.4011459350586,72.02959060668945,0.0,269.0,30.0,191.96640000000002,191.96640000000002,215.49076054174805,143.4011459350586
11,11,4,draft|draft_verify,225.50082206726074,87.52846717834473,0.0,299.0,43.0,279.1264,279.1264,313.0893236456055,225.50082206726074
11,11,5,draft|draft_verify,201.02334022521973,100.85391998291016,0.0,342.0,43.0,283.4608,283.4608,301.9372946081299,201.02334022521973
11,11,6,draft|draft_verify,155.2422046661377,94.635009765625,0.0,385.0,33.0,220.2552,220.2552,249.9372408317627,155.2422046661377
11,11,7,draft|draft_verify,301.9688129425049,126.70040130615234,0.0,418.0,64.0,435.4,435.4,428.7292654486572,301.9688129425049
11,11,8,draft|draft_verify,156.96239471435547,127.66385078430176,0.0,482.0,33.0,227.7048,227.7048,284.6862718986572,156.96239471435547
11,11,9,draft|draft_verify,220.3071117401123,129.28318977355957,0.0,515.0,46.0,322.144,322.144,349.6503383136719,220.3071117401123
11,11,10,draft|draft_verify,220.28136253356934,128.76033782958984,0.0,561.0,44.0,312.7256,312.7256,349.1017355631592,220.28136253356934
11,11,11,draft|draft_verify,232.32579231262207,132.25841522216797,0.0,605.0,41.0,295.388,295.388,364.64424033479,232.32579231262207
11,11,12,draft|draft_verify,883.2941055297852,162.60170936584473,0.0,646.0,150.0,1118.8296,1118.8296,1045.95593489563,883.2941055297852
11,11,13,draft|draft_verify,33.89143943786621,176.32508277893066,0.0,796.0,6.0,44.028,162.66182936584474,210.27652701679688,162.66182936584474
11,11,14,draft|draft_verify,95.69740295410156,168.81871223449707,0.0,802.0,18.0,136.4088,345.26381421342774,264.57612958859863,345.26381421342774
12,12,1,draft|draft_verify,132.77959823608398,31.54468536376953,0.0,104.0,22.0,132.076,132.77959823608398,164.38430119985352,132.77959823608398
12,12,2,draft|draft_verify,304.049015045166,47.52540588378906,0.0,126.0,57.0,347.9448,347.9448,351.6344665289551,304.049015045166
12,12,3,draft|draft_verify,106.03880882263184,52.587270736694336,0.0,183.0,22.0,136.0576,136.0576,158.68609715932615,106.03880882263184
12,12,4,draft|draft_verify,322.1011161804199,67.64435768127441,0.0,205.0,68.0,428.7512,428.7512,389.80552826169435,322.1011161804199
12,12,5,draft|draft_verify,109.68208312988281,72.85714149475098,0.0,273.0,17.0,108.3896,108.3896,182.59923822463378,109.68208312988281
12,12,6,draft|draft_verify,355.2227020263672,99.26366806030273,0.0,290.0,70.0,455.62,455.62,454.5464260866699,355.2227020263672
12,12,7,draft|draft_verify,101.89294815063477,111.04774475097656,0.0,360.0,18.0,118.3752,118.3752,213.00070730161133,101.89294815063477
12,12,8,draft|draft_verify,125.0312328338623,112.37883567810059,0.0,378.0,24.0,159.28799999999998,159.28799999999998,237.4700877119629,125.0312328338623
12,12,9,draft|draft_verify|target|target_rescue_verify,168.81513595581055,266.8800354003906,728.7201881408691,402.0,34.0,228.3448,728.7201881408691,1164.4753866970705,728.7201881408691
12,12,10,draft|draft_verify,87.26382255554199,155.63440322875977,0.0,509.0,13.0,89.46640000000001,133.4400177001953,242.95823618430177,133.4400177001953
12,12,11,draft|draft_verify,102.0503044128418,138.19193840026855,0.0,522.0,20.0,139.0592,155.69441362875978,240.30225881311037,155.69441362875978
12,12,12,draft|draft_verify,48.645734786987305,127.96545028686523,0.0,542.0,10.0,69.21520000000001,138.25195440026854,176.67119307385255,138.25195440026854
12,12,13,draft|draft_verify,124.16934967041016,129.00257110595703,0.0,552.0,26.0,183.14000000000001,183.14000000000001,253.2319415763672,128.02545828686524
12,12,14,draft|draft_verify,208.72974395751953,132.53140449523926,0.0,578.0,44.0,314.48,314.48,341.3211836527588,208.72974395751953
12,12,15,draft|draft_verify,134.39559936523438,132.69519805908203,0.0,622.0,27.0,194.63520000000003,327.39041965908206,267.15081902431643,267.15081902431643
13,13,1,draft|draft_verify,325.27828216552734,50.493717193603516,0.0,118.0,73.0,445.71760000000006,325.27828216552734,375.83205775913086,325.27828216552734
13,13,2,draft|draft_verify,60.617923736572266,50.93955993652344,0.0,191.0,13.0,80.308,80.308,111.61749407309571,60.617923736572266
13,13,3,draft|draft_verify,162.86420822143555,59.09919738769531,0.0,204.0,35.0,218.9744,218.9744,222.02343360913085,162.86420822143555
13,13,4,draft|draft_verify,359.81011390686035,78.62639427185059,0.0,239.0,74.0,473.11519999999996,473.11519999999996,438.49656737871095,359.81011390686035
13,13,5,draft|draft_verify,305.128812789917,93.32394599914551,0.0,313.0,62.0,406.2416,406.2416,398.5128083890625,305.128812789917
13,13,6,draft|draft_verify,501.21212005615234,128.16309928894043,0.0,375.0,101.0,681.86,681.86,629.4353001450927,501.21212005615234
13,13,7,draft|draft_verify,207.91935920715332,127.6860237121582,0.0,476.0,45.0,310.9416,310.9416,335.6654189193115,207.91935920715332
13,13,8,draft|draft_verify,104.81023788452148,137.30931282043457,0.0,521.0,22.0,153.0928,153.0928,242.17956830495604,127.7460597121582
13,13,10,draft|draft_verify,251.14011764526367,157.14097023010254,0.0,668.0,50.0,368.4968,368.4968,408.34112787536617,251.14011764526367
13,13,11,draft|draft_verify,354.94112968444824,160.41016578674316,0.0,718.0,73.0,549.3976,549.3976,515.4113538711914,354.94112968444824
