problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
59,59,4,1679.525517731201,1502.6804253571045,1331.0705920628661,671.0623016066895,975.1977993079608,916.7786419391632,0.8947053256963973,0.7925277573995734,1.4532149950505275,1.3661602503138202
60,60,7,8561.098696554522,8518.957720525148,6390.151115805012,4426.255192994008,5387.45849762893,4648.065955405027,0.9950776205808335,0.7464171763814352,1.2171594864562574,1.0501125110820784
61,61,7,3911.107185790954,3907.0025594806884,2805.3325145018916,1807.4358329997165,2508.2790260408024,2146.30315887928,0.9989505206287422,0.7172732377915031,1.387755504369928,1.1874851210165296
62,62,7,11863.451060840143,14550.472177929369,9991.853519797522,6376.60112754435,9034.529381619568,6997.735245108604,1.2264957391663853,0.8422383561541763,1.416825233523552,1.097408337943737
63,63,24,12637.301800451345,13795.177370606127,9227.231608423424,5990.392383392204,8874.549692741708,6996.321246896776,1.0916236383713989,0.7301583640341541,1.4814638382196061,1.1679237016749378
64,64,2,2881.963451590381,3702.118808213745,2229.6809903141357,1717.9025006461302,2330.490371641855,1992.840235710144,1.2845821504678592,0.7736673374826145,1.3565905927521036,1.1600426886628348
65,65,18,6525.356437360742,7492.774805559839,5098.910195603687,3283.8753260014087,4817.837147135246,3922.2909033666424,1.148255252795107,0.781399490518253,1.467119384523546,1.1944092007118299
66,66,37,20123.24817492488,24558.42864720462,14892.443964529817,10324.649662630813,15767.290948540056,11910.80159512653,1.2204008236506427,0.7400616359284855,1.5271502146565243,1.1536276759333208
67,67,8,7069.615846346301,7126.639227075855,5011.939497158448,3419.5299171393217,4553.379433852088,3890.467172252713,1.0080659800997567,0.7089408542260051,1.3315805225243684,1.1377198815407248
68,68,25,6439.764828962416,8491.856338056761,5454.874251868957,3411.8261175405014,5455.924539545778,4353.4863396418,1.3186593864212557,0.8470610956685904,1.599121511936492,1.275998890230701
69,69,8,7197.121439463756,9769.00133124319,5631.005004433387,4177.016186222937,6156.458002526369,4855.2370176265395,1.3573484084452323,0.7823968307047132,1.4738889504024977,1.162369691944355
