problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
36,36,5,1540.0753588654297,2191.736352322388,1889.8345841283447,759.1478697361944,1422.3846404572291,1316.7409126758575,1.423135783392467,1.2271052667971922,1.8736595295347547,1.7344985939740936
37,37,7,4041.95489722547,6459.699586763769,4353.895078518194,2405.3565165175187,4081.958027456229,3296.7515529990196,1.598162213833192,1.0771755720250242,1.6970282781057746,1.370587491026929
38,38,4,10113.836765289307,13755.743504824244,10113.836765289307,5790.900714867471,8459.054605125835,6752.003727912903,1.3600915086976648,1.0,1.4607493758972911,1.1659677933309944
39,39,5,1018.7556835445802,1493.4020488508545,1302.34855385708,497.54934207540896,969.1656925378045,901.4285168647766,1.4659079433597133,1.278371816612388,1.9478785531002007,1.8117369286525062
40,40,1,845.3760147094727,1167.599642957617,845.3760147094727,518.9150724411011,718.4669766679907,621.4672164916992,1.3811601259575383,1.0,1.3845559992854892,1.1976279925117
41,41,9,6307.571492902917,9601.419300296557,6030.331433432275,4020.178001608145,6086.053604133784,5151.658547401428,1.5222053861933669,0.9560464657780599,1.5138766496655744,1.281450359994177
42,42,5,2303.72785805415,3459.028414227466,2522.988266715039,1295.231726423169,2197.050775791707,1908.931676864624,1.501491767846721,1.0951763498862612,1.6962607778755894,1.4738147915324855
43,43,7,8539.204096261523,13851.349596998169,8609.516582553028,5539.463521848346,8681.078590045381,7205.789653539658,1.6220890660128748,1.0082340796049467,1.5671334517875435,1.3008100198004933
44,44,11,5973.540035473681,9063.63053740083,6050.021119805957,3340.834896529208,5782.016506989637,4658.022411707725,1.5172963575328435,1.0128033099097178,1.7307100428687965,1.3942689644875725
45,45,8,1627.3458599914793,2785.631798428418,2196.1683078531737,888.5858573111819,1799.9703789879952,1637.699137437251,1.711763840074539,1.349539985227647,2.0256572442359357,1.8430398412966529
46,46,13,18372.884147177778,20363.493662470268,15559.823845454337,10847.791777056249,12817.227108997111,11317.43638204487,1.1083449663834224,0.8468906525949248,1.1815517270626765,1.04329402837377
47,47,1,3437.947988510132,4199.856316598584,3437.947988510132,2008.4180612564087,2559.411656466481,2330.0667893886566,1.2216171770587585,1.0,1.2743420833735117,1.160150286604689
48,48,6,4374.556968820361,6768.523919411695,4319.979643899707,2651.377462535097,4255.555818297855,3449.7644706713695,1.5472478625045516,0.9875239194940988,1.6050358270108147,1.3011215941214571
49,49,5,3076.5476177877563,4365.070029189331,3162.7076763784544,1766.2800173669184,2750.7872292427396,2238.561474467864,1.4188208899975059,1.0280054363834787,1.5573902224990777,1.267387646611662
50,50,13,17362.660546329087,19456.752501797313,14490.84860926549,10198.89187574139,12265.89555585785,10416.255543869469,1.1206089325930506,0.8345983940997583,1.2026694375526166,1.021312478921861
51,51,7,1531.8497988375002,2306.068145236621,1896.5545959169679,782.0364583085099,1496.565094893767,1340.2567933974908,1.5054140079442937,1.2380813036344929,1.913676886792123,1.7138034667800175
52,52,9,3321.7112990602905,5383.68209203916,4002.916752441638,1943.570285101023,3453.018868291356,3168.4335748504996,1.62075557064884,1.2050766584001626,1.7766369936613198,1.6302130152632017
53,53,20,3557.4577923725346,5558.06976441736,3906.5631384307617,1981.9853100539772,3606.978390802865,2871.040009303767,1.5623712462124757,1.0981333768194625,1.819881495844504,1.4485677541301138
54,54,5,4088.031450788635,6342.611262237963,4126.665910957092,2600.167680761514,4020.804773600966,3479.6864541769028,1.551507452569718,1.0094506269419732,1.546363645448969,1.338254636392451
55,55,5,16151.7658838974,19955.609834203147,16425.054907798767,9253.119333947063,12219.649544541326,11096.149472117424,1.2355063822524825,1.0169200708991097,1.3205978550077602,1.1991793331151375
